import adsk.core; app=adsk.core.Application.get(); ui=app.userInterface; print('FUSION_COMMAND_CATALOG_BEGIN'); print(chr(10).join([ui.commandDefinitions.item(i).id+chr(9)+ui.commandDefinitions.item(i).name for i in range(ui.commandDefinitions.count)])); print('FUSION_COMMAND_CATALOG_END') 
FUSION_COMMAND_CATALOG_BEGIN
AlertCommand	Alert
SurfaceShellConvertCommand	Shell from Surface
FusionSurfaceMidsurfaceShellEditCommand	Edit Midsurface Shell
FusionSurfaceShellEditCommand	Edit Surface Shell
SurfaceRevolve	Revolve
SurfaceSweep	Sweep
FusionSurfaceValidateCommand	Validate
FusionSurfaceTransparencyCommand	Transparent Surfaces Toggle
FusionSurfaceSelectionTransparencyCommand	Toggle Surface Body Transparency
PCBDefineBoardCmd	PCB Profile
PCBImprintCmd	Copy EAGLE Profile
PCBActivate	Edit
PCBStop	Finish PCB
PCBCreateCmd	Create Unlinked PCB
PCBDeriveCmd	Derive PCB
PCBWorkspaceCmd	Create PCB
PCBStatusCmd	PCB Status
PCBMoveComponentsCmd	Move PCB Components
PCBFlipComponentCmd	Flip Component
PCBNewDocumentCmd	New 3D PCB
PCBReplaceComponentCmd	Replace Component Body
PCBUpdateComponentCmd	Update PCB Component
PCBMoveComponentBodyCmd	Move PCB Component body
PCBBoardSketchEditCmd	Edit EAGLE Profile
PCB3DFlipComponentCmd	Flip Component
PCB3DMoveComponentsCmd	Move Component
PCBDocumentUpdateCmd	Update 3D PCB
PCBEditBoardCmd	Define Board
PCB3DBoardOutlineEditCommand	Edit Board Outline Sketch
PCBHoleCmd	PCBHole
PCBDcHoleEditCommand	Edit Feature 
PCBExportIdfCmd	Push to 2D PCB
PCBSketchCreationCmd	Create PCB Sketch
PCBExternalComponentCreationCmd	Create Linked PCB
FusionBossCommand	Boss
FusionSnapFitCommand	Snap Fit
FusionRestCommand	Rest
FusionLipCommand	Lip
DcBossEdit	Edit Feature
DcSnapFitEdit	Edit Feature
DcRestEdit	Edit Feature
DcLipEdit	Edit Feature
FusionManagePlasticRuleCommand	Manage Plastic Rules
FusionAssignPlasticRuleCommand	Assign Plastic Rule
FusionSwitchPlasticRuleCommand	Assign Plastic Rule
FusionRemovePlasticRuleCommand	Remove Plastic Rule
DesignAdviceCmd	Design Advice
SimActivateCmd	Activate object
SimDoubleClickCmdDef	Edit object via doubleclick
SimEditCmd	Edit object
SimUnitsSettingsCommand	Change Unit Set
SimVisibilityToggleCmd	Show/Hide
SimUnsuppressAllCommand	Unsuppress All Children
SimPropertiesCommand	Properties
SimCreateSimCaseCommand	New Simulation Study
SimCreateGenCaseCmd	New Generative Study
SimCreateGenCaseFluidsCmd	New Generative Study
SimCreateSimCaseFromGenerativeDesignCommand	New Simulation Study From Generative Design
ExploreCommand	Explore Generative Results
ExploreFluidsCommand	Explore Generative Results
ExploreDisplayThumbnailViewCmd	Thumbnail View
ExploreDisplayPropertiesViewCmd	Properties View
ExploreDisplayScatterPlotViewCmd	Scatter Plot View
ExploreDisplayTableViewCmd	Table View
ExploreOutcomeProfileDisplayModelViewCmd	Model View
ExploreOutcomeProfileDisplayModelViewFluidsCmd	Model View
ExploreOutcomeProfileDisplayTransparentViewCmd	Transparent View
ExploreOutcomeProfileDisplayTransparentViewFluidsCmd	Transparent View
ExploreOutcomeProfileDisplayStressViewCmd	Stress View
ExploreOutcomeProfileDisplayStressViewFluidsCmd	Pressure View
ExploreOutcomeProfileDisplayFlowLineViewFluidsCmd	Flow Line View
ExploreOutcomeProfileDisplayExportPreviewCmd	Design Preview
ExploreOutcomeProfileDisplayExportPreviewFluidsCmd	Design Preview
ExploreOutcomeProfileDisplayPreserveViewCmd	Preserve Geometry View
ExploreOutcomeProfileDisplayPreserveViewFluidsCmd	Preserve Geometry View
ExploreOutcomeProfileDisplayObstacleViewCmd	Obstacle Geometry View
ExploreOutcomeProfileDisplayObstacleViewFluidsCmd	Obstacle Geometry View
ExploreOutcomeProfileDisplayStartingShapeViewCmd	Starting Shape View
ExploreOutcomeProfileDisplayStartingShapeViewFluidsCmd	Starting Shape View
ExploreOutcomeProfileCompareCmd	Compare
ExploreOutcomeProfileCompareFluidsCmd	Compare
ExploreOutcomeProfileCompareAddEnabledCmd	Compare
ExploreOutcomeProfileCompareAddDisabledCmd	Compare
ExploreOutcomeProfileExportSmtCmd	Design from Outcome
ExploreOutcomeProfileExportSmtFluidsCmd	Design from Outcome
ExploreOutcomeProfileExportStlCmd	Mesh Design from Outcome
ExploreOutcomeProfileExportStlFluidsCmd	Mesh Design from Outcome
ExploreFavoritesCmd	Add to Favorites
ExploreLabelsCmd	Add Label
ExploreSaveCSVCmd	Export CSV
FinishExploreCmd	Finish Explore
FinishOutcomeViewCmd	Finish Outcome View
FinishHawkeyeCmd	Finish Results
FinishDoraCmd	Finish Results
SimActivateSimCaseCommand	Activate Study
SimExpandActiveSimCaseCommand	Expand active simulation Study
SimActivateSimLoadCaseCmd	Activate Load Case
SimCreateSimLoadCaseCmd	New Load Case
SimDuplicateSimLoadCaseCmd	Clone Load Case
SimCopySimCaseCommand	Clone Study
SimCopyGenCaseCommand	Clone Study
SimCasePropertiesCmd	Settings
GenCasePropertiesCmd	Study Settings
SimDeleteSimCaseCommand	Delete Study
SimMeshSettingsCmd	Mesh Settings
SimSolveSettingsCmd	Solve Settings
SimConvergenceSettingsCmd	Adaptive Mesh Refinement
SimContactsSettingsCmd	Contact Settings
SimAutoSolverContactsEnableCmd	Enable
SimAutoSolverContactsDisableCmd	Disable
SimOverrideMaterialCommand	Study Materials
SimMaterialPropertiesCommand	Material Properties
SimMaterialEditCommand	Manage Physical Materials
GenMaterialEditCommand	Manage Physical Materials
SimUpdateMaterialCommand	Update Material
SimUpdateCommand	Update Simulation Study
SimReconnectJobOrganizerCommand	Update simulation study results from cloud storage.
SimDisplayDOFViewCommand	DOF View
SimDisplayGroupsViewCommand	Groups View
SimDisplayNormalViewCommand	Model View
SimIsolateCommand	Isolate
SimUnisolateCommand	Unisolate
SimUnisolateAllCommand	Unisolate All
SwitchToFusionCommand	Switch to Fusion Model
SimIsolateBodyCommand	Isolate
SimUnisolateBodyCommand	Unisolate
SimHideCommand	Hide
SimShowCommand	Show
SimSurfaceTransparencyCmd	Transparent Surfaces Toggle
ShowHideBodyCmd	Show/Hide
SimVisibilityAllCommand	Show All Components
SimShowAllComponentsCommand	Show All Components
SimShowAllBodiesCommand	Show All Bodies
SimSwitchToPostProcessingCommand	View Results
SimSwitchToPreviewMeshCommand	Mesh View
SimDofColorsCmd	DOF Colors
SimShowJobsDlgCmd	Job Status
GenShowJobsDlgCmd	Job Status
SimDeleteCommonCommand	Delete
SimRemoveRigidBodyTargetCommand	Remove
SimCopyCommonCommand	Copy
SimSuppressCommonCommand	Suppress
SimUnsuppressCommonCommand	Unsuppress
SimConvergencePlotCmd	Convergence Plot
SimReportCmd	Report
SimMeasureCommand	Measure
SimActivateCompareCmd	Compare
SimSyncCameraCmd	Synchronize Camera
SimSelectBodiesBySizeCommand	Select By Size
SimSelectByInvertCommand	Invert Selection
SimSelectByBoundaryCommand	Select By Boundary
SimSelectAllOccurrencesCommand	Select All Occurrences
SimSelectSimilarOccurrencesCommand	Select Similar Occurrences
SimSelectByNameCommand	Select By Name
SimSwitchToFusionAndRunInterferencesCommand	Switch and check Interference
SimAttributesAlertCommand	Alert
SimExportToMechanicalCommand	Send Study to Ansys® Mechanical™
SimExportToDiscoveryCommand	Send Study to Ansys® Discovery™
SimExportToScalarisCommand	Export Study to Ansys® Setup
SimSolveDetailsCmd	Solve Details
GenGenerateDetailsCmd	Generate Details
GenHideGenerateDetailsCmd	Hide Generate Details
SimCloudCreditInfoCommand	Cloud Credit Info
SimGenCloudCreditInfoCommand	Cloud Credit Info
Sim7DayTrialInfoCommand	Performance and manufacturing process insights
SimEnablePreviewStudyCommand	Enable Preview Study
SimSuppressAppearanceCommand	Display Study Material Colors
CompareCommand	Compare
Layout2HCommand	Two Horizontal Views
Layout2VCommand	Two Vertical Views
Layout1V2HCommand	One Vertical and Two Horizontal Views
Layout1H2VCommand	One Horizontal and Two Vertical Views
Layout2x2Command	Four Views
Layout1H3VCommand	One Horizontal and Three Vertical Views
Layout1V3HCommand	One Vertical and Three Horizontal Views
CameraSyncCommand	Synchronize Cameras
ResultSyncCommand	Synchronize Result Types
LegendSyncCommand	Synchronize Legends
AnimationSyncCommand	Synchronize Animations
FinishCompareCmd	Finish Compare
SurfaceProbesCommand	Surface Probes
PointProbesCommand	Point Probes
MinMaxProbesCommand	Min/Max Probes
ShowAllProbesCommand	Show All Probes
HideAllProbesCommand	Hide All Probes
DeleteAllProbesCommand	Delete All Probes
CuttingPlaneCommand	Cutting Planes
ConvergencePlotCommand	Convergence Plot
MassParticipationCommand	Mass Participation Factors
GuidedResultsCommand	Guided Results
ResultsBrowserCommand	Results
DoraUndoCommand	Undo
DoraRedoCommand	Redo
SimMissingEntitlementCommand	Learn more
SimResultsWebViewCmd	Simulation Results
SimResultsWebViewContextCmd	View Results
ToggleMeshCommand	Mesh View
ToggleWireframeCommand	Wireframe View
DisplacementScaleNoneCmd	Undeformed
DisplacementScaleActualCmd	Actual
DisplacementScaleSmallCmd	Adjusted 0.5x
DisplacementScaleNormalCmd	Adjusted
DisplacementScaleLargeCmd	Adjusted 2x
DisplacementScaleLargestCmd	Adjusted 5x
ReactionsCommand	Reactions
CenterOfMassCommand	Center of Mass
LoadCaseAttributesCommand	Load Case Attributes
SolverDataCommand	Solver Data
SimSolveLogCmd	Solver Data
SimEditResultsLegendCmd	Legend Min/Max
SimResultLegendOptionsCmd	Legend Options
SimResultLegendOptionsHotspotCmd	Legend Options
SimResultLegendCallChart1Cmd	2D Chart
SimResultLegendCallChart2Cmd	2D Chart
SimResultLegendCallChart3Cmd	2D Chart
SimResultsLegendShowCmd	Show result legend
SimResultsLegendHideCmd	Hide result legend
SimResultsLegendMinRefValueResetCmd	Reset
SimResultsLegendMaxRefValueResetCmd	Reset
SimResultTypeCmd	Result Type
SimResultTypeGroupCmd	Result Type Group
SimResultUnitsCmd	Result Units
SimResultNodeAverageCmd	Node Average
SimLoadCaseCmd	Activate Load Case
SimDomainPoint1Cmd	Result Frequency
SimDomainPoint2Cmd	Result Configuration
SimDomainPoint3Cmd	Result Configuration
SimDomainPointInterpolable1Cmd	Result Configuration
SimDomainPointInterpolable2Cmd	Result Configuration
SimDomainPointInterpolable3Cmd	Result Configuration
SimResultsRecommendationsCmd	Results Details
SimResultsRecommendationsAutomaticallyShowCmd	Automatically Show
SimResultRecommendationsShowDesignCmd	Show design
SimResultRecommendationsEditSafetyFactorCmd	Edit Safety Factors
SimResultRecommendationsDeformationScaleCmdDefKey	Adjust Deformation Scale
SimResultsLegendConfigurationCmd	Legend Size/Shape
SimSyncRefValuesCmd	Synchronize Min/Max
SimSyncResultTypeCmd	Synchronize Result Type
SimContourLinesCmd	Contours
ActiveSimCaseCommand	Active Study View
SimToggleMeshCmd	Mesh View
SimToggleWireframeCmd	Toggle Wireframe Visibility
SimDisplacementScaleNoneCmd	Undeformed
SimDisplacementScaleActualCmd	Actual
SimDisplacementScaleSmallCmd	Adjusted 0.5x
SimDisplacementScaleNormalCmd	Adjusted
SimDisplacementScaleLargeCmd	Adjusted 2x
SimDisplacementScaleLargestCmd	Adjusted 5x
SimMinMaxProbesCmd	Show Min/Max
SimSurfaceProbesCmd	Create Surface Probes
SimShowAllProbesCmd	Show All Probes
SimHideAllProbesCmd	Hide All Probes
SimDeleteAllProbesCmd	Delete All Probes
SimPointProbeCmd	Point Probe
SimEditPointProbeCmd	Edit Point Probe
SimPointProbeStartCreationCmd	Point Probe
SimPointProbeCreateCmd	Create Point Probe
SimProbePropertiesCommand	Properties
SimPointProbeSelectionCmd	Probe Selection
SimProbeDragCommand	Probe Drag
SimAnimateCommand	Animate
SimClippingPlaneStartCreationCmd	Slice Plane
SimClippingPlaneEditCmd	Edit Slice Plane
SimClippingPlaneCreateCmd	Create Slice Plane
SimLayout2HCmd	Two Horizontal Views
SimLayout2VCmd	Two Vertical Views
SimLayout1V2HCmd	One Vertical and Two Horizontal Views
SimLayout1H2VCmd	One Horizontal and Two Vertical Views
SimLayout2x2Cmd	Four Views
SimLayout1H3VCmd	One Horizontal and Three Vertical Views
SimLayout1V3HCmd	One Vertical and Three Horizontal Views
SimTransResult2DPlotCmd	2D Chart
SimFinishCompareCmd	Finish Compare
SimPromoteCmd	Promote
FinishResultsCmd	Finish Results
SimResultsCmd	Simulation Results
SimActivateSimCaseForWorkingModelCommand	Activate
DeleteSimulationModelWithSimCasesCommand	Delete Simulation Model
DeleteGenerativeModelWithSimCasesCommand	Delete Generative Model
CopyWorkingModelWithSimCasesCommand	Clone Simulation Model
CopyGenWorkingModelWithSimCasesCommand	Clone Generative Model
DeleteSelectionGroupCmd	Delete
SwitchToSimplifyCommand	Simplify
EditModelCommand	Edit Model
EditModelFluidsCommand	Edit Model
CreateSimulationModelCommand	New Simulation Model
CreateGenerativeModelCommand	New Generative Model
SimActivateConfigRowCommand	Activate Config
GenCopyStudyCommand	Copy Study
SimCopyStudyCommand	Copy Study
SimForceLoadCommand	Force
SimMomentLoadCommand	Moment
SimPressureLoadCommand	Pressure
SimBearingLoadCommand	Bearing Load
SimRemoteForceLoadCommand	Remote Force
SimLoadsCommand	Structural Loads
GenLoadsCommand	Structural Loads
SimGravityCommand	Edit Gravity
GenGravityCommand	Edit Gravity
SimAngularBodyLoadCommand	Angular Global Load
GenAngularBodyLoadCommand	Angular Global Load
SimLinearBodyLoadCommand	Linear Global Load
GenLinearBodyLoadCommand	Linear Global Load
SimGravityActivateCommand	Toggle Gravity On
SimGravityDeactivateCommand	Toggle Gravity Off
SimNewConstraintCmd	Structural Constraints
SimNewConstraintExplicitQuasiStaticCmd	Structural Constraints
GenNewConstraintCmd	Structural Constraints
SimConstraintFixedCmd	Fixed
SimConstraintPinnedCmd	Pin
SimConstraintFrictionlessCmd	Frictionless
SimConstraintPrescribedDisplacementCmd	Prescribed Displacement
SimFlowRateCommand	Flow rate
SimFlowVelocityCommand	Flow Velocity
SimRemoteMomentLoadCommand	Remote Moment
GenFluidFlowSourceCommand	Flow Sources
GenEditFluidFlowSourceCommand	Edit Flow Sources
GenFluidFlowOpeningCommand	Flow Openings
GenFluidFlowPressureCommand	Fluid Pressures
GenEditFluidFlowPressureCommand	Edit Fluid Pressures
SimAutoPointMassCommand	Point Mass (Auto)
SimEditAutoPointMassCommand	Edit Point Mass
SimManualPointMassCommand	Point Mass (Manual)
SimEditManualPointMassCommand	Edit Point Mass
GenManualPointMassCommand	Point Mass (Manual)
GenEditManualPointMassCommand	Edit Point Mass (Manual)
SimEditLoadsCommand	Edit Structural Load
GenEditLoadsCommand	Edit Structural Load
SimEditConstraintCmd	Edit Structural Constraint
GenEditConstraintCmd	Edit Structural Constraint
SimEditAngularBodyLoadCommand	Edit Angular Global Load
GenEditAngularBodyLoadCommand	Edit Angular Load
SimEditLinearBodyLoadCommand	Edit Linear Global Load
GenEditLinearBodyLoadCommand	Edit Linear Global Load
SimTransientLoadsCommand	Transient Loads
SimTransientLoadsExplicitDynamicCommand	Transient Loads
SimTransientLoadsExplicitQuasiStaticCommand	Transient Loads
SimTransientEditLoadsCommand	Edit Transient Structural Load
SimTransientForceLoadCommand	Transient Force
SimTransientPressureLoadCommand	Transient Pressure
SimTransientMomentLoadCommand	Transient Moment
SimTransientAngularBodyLoadCommand	Transient Angular Global Load
SimTransientEditAngularBodyLoadCommand	Edit Angular Global Load
SimTransientLinearBodyLoadCommand	Transient Linear Global Load
SimTransientEditLinearBodyLoadCommand	Edit Linear Global Load
SimTransientBaseExcitationCmd	Base Excitation
SimTransientEditBaseExcitationCmd	Edit Base Excitation
SimTransientPrescribedConstraintCmd	Prescribed Translation
SimTransientPrescribedConstraintExplicitQuasiStaticCmd	Prescribed Translation
SimTransientEditPrescribedConstraintCmd	Edit Prescribed Translation
SimTransientEditPrescribedConstraintExplicitQuasiStaticCmd	Edit Prescribed Translation
SimTransientPrescribedRotationCmd	Prescribed Rotation
SimTransientPrescribedRotationExplicitQuasiStaticCmd	Prescribed Rotation
SimTransientEditPrescribedRotationCmd	Edit Prescribed Rotation
SimTransientEditPrescribedRotationExplicitQuasiStaticCmd	Edit Prescribed Rotation
SimTransientBearingLoadCommand	Transient Bearing
SimTransientRemoteForceLoadCommand	Transient Remote
SimTransientInitialAngularBodyLoadCommand	Initial Angular Velocity
SimTransientEditInitialAngularBodyLoadCommand	Edit Initial Angular Global Load
SimTransientInitialLinearBodyLoadCommand	Initial Linear Velocity
SimTransientEditInitialLinearBodyLoadCommand	Edit Initial Linear Velocity
SimExplicitInitialAngularBodyLoadCommand	Initial Angular Velocity
SimExplicitEditInitialAngularBodyLoadCommand	Edit Initial Angular Velocity
SimConnectorBoltCommand	Bolt Connector
SimEditConnectorBoltCommand	Edit Bolt Connector
SimConnectorRigidBodyCommand	Rigid Body Connector
SimEditConnectorRigidBodyCommand	Edit Rigid Body Connector
SimConnectorSpringCommand	Spring Connector
SimEditConnectorSpringCommand	Edit Spring Connector
SimNewPreserveBoundaryCmd	Preserve Region
SimNewSymmetryPlaneCmd	Symmetry Plane
SimTopologyTargetCommand	Target Body
SimGenerativeSeedTargetCommand	Starting Shape
SimGenerativeSeedTargetFluidsCommand	Fluid Starting Shape
SimGenerativeKeepBoundaryCommand	Preserve Geometry
SimGenerativeKeepBoundaryFluidsCommand	Fluid Preserve Geometry
SimGenerativeObstacleBoundaryCommand	Obstacle Geometry
SimGenerativeObstacleBoundaryFluidsCommand	Solid Obstacle Geometry
SimEditPreserveBoundaryCmd	Edit Preserved Region
SimEditSymmetryPlaneCmd	Edit Symmetry Plane
SimGenerativeSymmetryPlanesBoundaryCommand	Symmetry Plane
SimGenerativeSymmetryPreservePlanesHighlightCommand	Highlight invalid planes
SimGenerativeSymmetryTopologyPlanesHighlightCommand	Highlight invalid planes
SimGenerativeSymmetryObstaclePlanesHighlightCommand	Highlight invalid planes
SimGenerativeObstacleOffsetCommand	Obstacle Offset
SimGenerativeObstacleOffsetFluidsCommand	Solid Obstacle Offset
SimGenerativeEditObstacleOffsetCommand	Edit Obstacle Offset
SimGenerativeObstacleInterferesPreserveHighlightCmd	Highlight Obstacle Interferes Preserve.
SimEditRigidTargetCommand	Rigid Bodies
SimRigidTargetCommand	Rigid Bodies
SimShowAttributesCommand	Load Case Attributes
GenShowAttributesCommand	Load Case Attributes
GenFluidsShowAttributesCommand	Fluid Attributes
SimThermalLoadsCmd	Thermal Loads
SimThermalLoadsEditCmd	Edit Thermal Load
SimThermalLoadSurfaceHeatCmd	Heat Source
SimThermalLoadInternalHeatCmd	Internal Heat
SimThermalLoadConvectionCmd	Convection
SimThermalLoadEmissivityCmd	Radiation
SimThermalLoadTemperatureCmd	Applied Temperature
SimThermalGraphCmd	Graph
SimFEACSPreSolveCheckCmd	Pre-check
GenFEACSPreSolveCheckCmd	Pre-check
SimFEACSDataCheckCmd	Data Check
SimFEACSMeshSolveCmd	Generate Mesh
SimFEACSMeshCloudSolveCmd	Generate Mesh
SimFEACSSolveCmd	Local Solve
SimFEACSEditSolveCmd	Export Nastran File
SimFEACSCloudSolveCmd	Cloud Solve
SimFEACSTopologyOptimizationSolveCmd	Optimize Shape
SimFEACSTopologyOptimizationSynchronousSolveCmd	Synchronous Optimize Topology
SimSelectRelatedContactsCommand	Select Related Contacts
SimSolveCmd	Solve
GenSolveCmd	Generate
GenSolveFluidsCmd	Generate
SimFEACSSolveAutoContactsCmd	Solve Automatic Contacts
SimManualContactCommand	Manual Contacts
SimFEACSAutoContactsCmd	Automatic Contacts
SimEditContactCommand	Edit Contact
SimFlipContactRefsCommand	Flip Contact References
SimContactBondedCommand	Bonded
SimContactSeparationSlidingCommand	Separation
SimContactSeparationNoSlidingCommand	Rough
SimContactSlidingNoSeparationCommand	Sliding
SimContactOffsetBondedCommand	Offset Bonded
SimCreateFatigueCaseCmd	New Fatigue Case
SimFatigueCaseSettingCmd	Settings
SimFatigueCaseCloneCmd	Clone Fatigue Case
SimFatigueCaseActivateCmd	Activate fatigue case
SimFatigueCaseOvMaterialCmd	Fatigue Materials
SimFatigueCaseSurfaceFinishCmd	Fatigue Life Factors
SimFatigueCycleHistoryCmd	Cycle History
SimFatigueOutputOptCmd	Output Options
SimFatigueMaterialViewCmd	Fatigue Material Properties
SimFatigueCalcOptCmd	Calculation Options
SimFatigueSuppressPartCmd	Exclude Fatigue Parts
SimFatigueDeleteLinkedStudyCmd	Remove Input Study
SimFatigueEditLinkedStudiesCmd	Edit Input Studies
SimFatigueUpdateMaterialCmd	Update Material
SimShowMeshingIssuesCmd	Show Meshing Issues
SimHideMeshingIssuesCmd	Hide Meshing Issues
SimFEACSCenterOfMassCmd	Center of Mass
SimFEACSReactionForceCmd	Reactions
SimMeshRefinementByEntitiesCmd	Local Mesh Control
SimEditMeshRefinementByEntitiesCmd	Edit Local Mesh Control
SimOptimizationSetupCommand	Shape Optimization Criteria
SimOptimizationSetupEditCommand	Edit Shape Optimization Settings
SimContactsManagerCmd	Manage Contacts
SimProgressBarUpdateCmdDef	ProgressBarUpdate
SimGenerativeObjectivesCommand	Objectives
SimGenerativeObjectivesFluidsCommand	Objectives
SimEditGenerativeObjectivesCommand	Edit Objectives
SimGenerativeManufacturingCommand	Manufacturing
SimGenerativePreviewCmd	Previewer
SimGlobalAnalysisSpecificContactsCommand	Contact Pairs
SimExplicitElementDeletionCommand	Element Deletion Criteria
SimEditExplicitElementDeletionCommand	Edit Element Deletion Criteria
SimFDThermalLoadAttributeCommand	Thermal Loads
SimFDEditInternalHeatAttributeCommand	Edit Thermal Load
SimHeatSinkAttributeCommand	Heat Sink
SimEditHeatSinkAttributeCommand	Edit Heat Sink
SimFanAttributeCommand	Fan
SimEditFanAttributeCommand	Edit Fan
SimCriticalTemperaturesCommand	Temperature Thresholds
SimEditCriticalTemperaturesCommand	Edit Temperature Thresholds
SimFDRiskScaleCommand	Risk Scale
SimFDSectionModeCommand	Section
SimFDTemperatureScaleCommand	Temperature Scale
SimAmbientTemperatureCommand	Ambient Temperature
SimEditAmbientTemperatureCommand	Edit Ambient Temperature
SimFECWebViewerCmd	Simulation Results
StudyMaterialsCommand	Study Materials
MaterialCancelCommand	Material Cancel
MaterialRequestCommand	Material Request
InjectionPointCommand	Injection Locations
InjectionPointEditCommand	Edit Injection Location
ViewResultsCommand	View Results
InjectionMoldingSolveCommand	Solve
InjectionMoldingPreSolveCheckCommand	Pre-check
WebViewerCmd	Simulation Results
InjectionBodyCommand	Target Body
VisualFacesCommand	Aesthetic Faces
ProcessSettingsCommand	Process Settings
SummaryCardCommand	Setup Summary
InjectionMoldingCreateSelectionGroupCmd	Create Selection Set
InjectionMoldingFusionPropertiesCommand	Properties
MoldingProcessCommand	Molding Process
ExportToMfSdyCommand	Generate Moldflow Study File
SimMassParticipationCommand	Mass Participation Factors
SimGlobalExplicitContactsCommand	Global Contacts
SimEditContactPairCommand	Edit Contact Pair
SimExplicitContactsManagerCommand	Manage Contacts
SimExplicitSelectRelatedContactsCommand	Select Related Contacts
SimThresholdsCommand	Safety Factor Thresholds
SimGenerativeStudyMaterialsCommand	Study Materials
SimGenerativeFluidMaterialCommand	Study Material
SimBucklingResultsCmd	Simulation Results
SimExplicitResultsCmd	Simulation Results
SimLSSResultsCmd	Simulation Results
SimModalResultsCmd	Simulation Results
SimNLSSResultsCmd	Simulation Results
SimTopOptResultsCmd	Simulation Results
SimThermalSteadyResultsCmd	Simulation Results
SimThermalStressReferenceTemperatureCommand	Stress-free Temperatures
SimThermalStressResultsCmd	Simulation Results
ActivateMfgWorkingModelCmd	Edit Manufacturing Model
DeleteMfgWorkingModelCmd	Delete
DuplicateMfgWorkingModelCmd	Duplicate
MSFWmdCreateWorkingModel	Create Manufacturing Model
CreateMfgWorkingModelFromDesignCmd	Create Manufacturing Model
FinishPrepareWorkingModelCmd	Finish Edit
InitializeAggregationCommand	Initialize Aggregation
MSFWmdAggregateFilesCmd	Adds files into aggregated files.
UpdateAggregationCommand	Update Aggregation
ReferenceManagerCmd	Update Referenced model
OpenFileFromUrnCmd	Open File
MfgGetLatestCmd	Get Latest Dependencies
MSFWmdComponentLibraryCmd	Component Sources
MSFWmdAddComponentInstanceCmd	Adds component instance to working model.
MSFWmdCompManagerCmd	Component Manager
MSFWmdCreateAggregationAssetWorkingModelCmd	Create Manufacturing Model
DeleteMfgWorkingModelsCmd	Delete All Manufacturing Models
IronAdditiveShow3DPackingDensity	Platform Statistics
IronAdditiveSimulation	Simulate Additive Toolpath
ArrangeComponentSelection	Component Selection
IronAssignBuildStrategy	Assign Body Presets
FillPlatformCmd	Fill Build Volume
IronAdditiveImportGCode	New Setup from G-Code
LinearArrangeCmd	Duplicate
MultiEditArrangeComponentSelection	Multi Edit Arrange Component Selection
IronAdditiveEditPrintSetting	Edit
IronAdditiveSelectPrintSetting	Select
IronAdditiveShowPrintStatistics	Print Statistics
AdditiveResultsStop	Finish Results
IronAdditiveDeleteProcSimResults	Clear Solve Results
IronAdditiveExportColor3MF	Export Color 3MF
IronAdditiveExportCompensated	Export Compensated
IronAdditiveExportCompensatedSTL	Export Compensated STL
IronAdditiveExportWarpedSTL	Export Warped STL
IronAdditiveMeshView	View Mesh
IronAdditiveOpenResultsFolder	Open Results Folder
IronAdditiveProcessSimMesh	Generate Mesh
IronAdditiveProcessSimPreCheck	PreCheck
IronAdditiveProcessSimSolve	Solve
IronAdditiveProcessSimToggleEdges	Toggle Element Edges
IronAdditiveProcessSimMinMaxProbe	Toggle Min/Max Probes
IronAdditiveResultsView	View Results
RemoveExcessParts	Remove Components
SplitSupportCmd	Split Supports
IronCreateSetupFromEnvelope	Create Setup from Envelope
IronCreateSetupsFromArrangement	Create Setups from Arrangement
IronFlatPatternVisibility	Flat pattern visibility
IronAddToNewFolder	Add to New Folder
AdvancedDirectSelectionIronParam	Advanced Direct Selection
IronAssociateNamedView	Associate Named View
IronAutomatedCAM	Automated CAM
IronAutomatedCAMShowReport	Show Report
IronAutomaticIPSGeneration	Automatic In-Process Stock Generation
IronCreateSelectionGroupCmd	Create Selection Set
IronFindInBrowser	Find in Browser
CAMShowAllBodiesCmdDef	Show All Bodies
CAMShowAllComponentsCmdDef	Show All Components
CAMTechPreview	CAM Tech Preview
CAMVisibilityToggleCmdDef	Show/Hide
IronClearIPSCache	Clear In-Process Stock Cache
IronClearToolpath	Clear Toolpath
IronCollapseAllChildren	Collapse All Children
IronCompareAndEdit	Compare and Edit
IronCopy	Copy
IronCopyParameterName	Copy Parameter Name
CreateCAMModel	New Model
IronCreateFromTemplate	Create From Template
IronCreateInspections	Create Manual Inspection
IronEditInspections	Edit Manual Inspections
IronCreateInspectionPlan	Create Inspection Plan
CreateSetupCmd	New Setup
CreateSetupGroupCmd	New Setup Group
IronCut	Cut
IronDefaultFolder	Default Folder
IronDeleteObject	Delete
IronDeleteEditSubToolpath	Delete
IronDiscardEdits	Delete Modifications
DisplayAlignedResults	Display Aligned Results
IronDrawAllToolpathOps	Show
IronDrawAllToolpathsInParent	Show All
IronDuplicate	Duplicate
IronEditExpression	Edit Expression
IronEditMachineDefinition	Machine Definition
IronEditNotes	Edit Notes
EditOperationTemplate	Edit Operation
IronEditTool	Edit Tool
IronEditWorkingModelSetup	Edit Manufacturing Model for Setup
IronExpandAllChildren	Expand All Children
IronExportDefaults	Export Defaults
IronExtractEditSubToolpath	Promote
IronGPU_IPSTest	Generate Setup based GPU IPS
IronGenerateStock	Generate Stock
IronGenerateToolpath	Generate
GeometryFacesSelection	Geometry Selection
GeometrySelection	Geometry Selection
GrabWidget	GrabWidget
IronGroupEditObjects	Group
